RaceID,Date,Meet,State,RaceNo,Winner,Opening,Starting,Fluctuation,FlucCat,PercFlucCat,PercentDiff,1BiggestFluc,2BiggestFluc,Jockey,Trainer,Ground,GroundCat,Favourite,Top2Flucs
328,13/1/23,Geelong,Victoria,5,Sassolino,4.2,3.8,0.4,Minimal,Minimal,0.095238095,NO,NO,Daniel Stackhouse,M D Moroney,3,Good,NO,0
329,13/1/23,Geelong,Victoria,6,The Last Napoleon,8,7,1,Minimal,Minimal,0.125,NO,NO,Steven Vella,Kyie Vella,3,Good,NO,0
330,13/1/23,Geelong,Victoria,7,Legionnaire,9.5,4.5,5,Small,Big,0.526315789,YES,NO,S O'Meara,J F Moloney,3,Good,NO,1
331,13/1/23,Geelong,Victoria,8,Cailloux,8,7,1,Minimal,Minimal,0.125,NO,NO,Dean Holland,Matthew Cumani,3,Good,NO,0
332,14/1/23,Rosehill,New South Wales,1,Red Resistance,6.5,3.4,3.1,Small,Big,0.476923077,YES,NO,Brett Pebble,G Waterhouse & A Bott,4,Good,NO,1
333,14/1/23,Rosehill,New South Wales,2,Kalino,3.5,3.2,0.3,Minimal,Minimal,0.085714286,NO,NO,Dylan Gibbons,C J Waller,4,Good,YES,0
334,14/1/23,Rosehill,New South Wales,3,Trooper Knuckle,7.5,9.5,-2,Negative,None/Negative,-0.266666667,NO,NO,Amy McLucas,K R Dryden,4,Good,NO,0
335,14/1/23,Rosehill,New South Wales,4,Ringmaster,6,6,0,No Change,None/Negative,0,NO,NO,Brett Pebble,Michael Freedman,4,Good,NO,0
336,14/1/23,Rosehill,New South Wales,5,Hokkaido,34,12,22,Huge,Huge,0.647058824,YES,NO,Kathy O'Hara,Joseph Pride,4,Good,NO,1
337,14/1/23,Rosehill,New South Wales,6,Dalaalaat,14,3.8,10.2,Huge,Huge,0.728571429,YES,NO,Dylan Gibbons,Nathan Doyle,4,Good,YES,1
338,14/1/23,Rosehill,New South Wales,7,Mariamia,8,8.5,-0.5,Negative,None/Negative,-0.0625,NO,NO,Dylan Gibbons,Joseph Pride,4,Good,NO,0
339,14/1/23,Rosehill,New South Wales,8,Banju,5.5,4.6,0.9,Minimal,Minimal,0.163636364,NO,NO,Kerrin Mcevoy,Lyle Chandler,4,Good,YES,0
340,14/1/23,Rosehill,New South Wales,9,Irish Legend,11,8.5,2.5,Small,Decent,0.227272727,NO,NO,Brock Ryan,L J Bridge,4,Good,NO,0
341,14/1/23,Rosehill,New South Wales,10,Kir Royale,6.5,5,1.5,Minimal,Decent,0.230769231,NO,NO,John Allen,C J Waller,4,Good,NO,0
342,14/1/23,Flemington,Victoria,1,Veecee,4,4.8,-0.8,Negative,None/Negative,-0.2,NO,NO,Ethan Brown,C Maher & D Eustace,3,Good,NO,0
343,14/1/23,Flemington,Victoria,2,Dunkel,2.05,1.85,0.2,Minimal,Minimal,0.097560976,YES,NO,Harry Coffey,Patrick Payne,3,Good,YES,1
344,14/1/23,Flemington,Victoria,3,Princess Rhaenys,11,8.5,2.5,Small,Decent,0.227272727,NO,NO,Carleen Hefel,P G Moody,3,Good,NO,0
345,14/1/23,Flemington,Victoria,4,Spirit Ridge,6,3.4,2.6,Small,Big,0.433333333,NO,YES,Blake Shinn,Annabel Neasham,3,Good,YES,1
346,14/1/23,Flemington,Victoria,5,Belle Et Riche,4.2,2.6,1.6,Minimal,Decent,0.380952381,YES,NO,Jordan Childs,Mitchell Freedman,3,Good,YES,1
347,14/1/23,Flemington,Victoria,6,Snapper,8.5,5.5,3,Small,Decent,0.352941176,NO,NO,Jye McNeil,M D Moroney,3,Good,NO,0
348,14/1/23,Flemington,Victoria,7,Beltoro,7.5,7,0.5,Minimal,Minimal,0.066666667,NO,NO,Teo Nugent,Robert Hickmott,3,Good,NO,0
349,14/1/23,Flemington,Victoria,8,D'jumbuck,4.6,6,-1.4,Negative,None/Negative,-0.304347826,NO,NO,Blake Shinn,Brian McGrath,3,Good,NO,0
350,14/1/23,Flemington,Victoria,9,Shove Over,17,8,9,Big,Big,0.529411765,YES,NO,Teo Nugent,J F Moloney,3,Good,NO,1
351,15/1/23,Orange,New South Wales,1,Fine Vintage,2.8,4.5,-1.7,Negative,None/Negative,-0.607142857,NO,NO,Louise Day,G Portelli,5,Soft,NO,0
352,15/1/23,Orange,New South Wales,2,Sizzle Minizzle,2.1,2.25,-0.15,Negative,None/Negative,-0.071428571,NO,NO,Clayton Gallagher,Brett Robb,5,Soft,YES,0
353,15/1/23,Orange,New South Wales,3,Titan Star,7.5,6.5,1,Minimal,Minimal,0.133333333,NO,NO,Molly Bourke,M F Van Gestel,5,Soft,NO,0
354,15/1/23,Orange,New South Wales,4,Salisano,5.5,6,-0.5,Negative,None/Negative,-0.090909091,NO,NO,Winona Costin,Bjorn Baker,5,Soft,NO,0
355,15/1/23,Orange,New South Wales,5,Barry The Poet,26,4.2,21.8,Huge,Huge,0.838461538,YES,NO,Clayton Gallagher,Brett Thompson,5,Soft,NO,1
356,15/1/23,Orange,New South Wales,6,Whatsin,6.5,5.5,1,Minimal,Minimal,0.153846154,NO,NO,Jamie Powell,D R Mirfin,5,Soft,NO,0
357,15/1/23,Orange,New South Wales,7,Sea of Flames,9.5,3,6.5,Big,Huge,0.684210526,YES,NO,Jake Barrett,M R Mulholland,5,Soft,NO,1
358,15/1/23,Orange,New South Wales,8,How's It Kev,9,4.2,4.8,Small,Big,0.533333333,NO,YES,William Stanley,A Smith,5,Soft,NO,1
359,15/1/23,Moe,Victoria,1,Sweet Liason,14,23,-9,Negative,None/Negative,-0.642857143,NO,NO,Carleen Hefel,N J Harnett,4,Good,NO,0
360,15/1/23,Moe,Victoria,2,Gold Revolver,4.4,2.05,2.35,Small,Big,0.534090909,YES,NO,Teo Nugent,G Waterhouse & A Bott,4,Good,YES,1
361,15/1/23,Moe,Victoria,3,Silkstar,2.45,1.65,0.8,Minimal,Decent,0.326530612,NO,NO,Daniel Moor,M Price & M K Jnr,4,Good,YES,0
362,15/1/23,Moe,Victoria,4,Fam Gorman,4,3.2,0.8,Minimal,Decent,0.2,NO,NO,Ben Allen,K L Corstens,4,Good,YES,0
363,15/1/23,Moe,Victoria,5,Red Stilleto,9.5,3.7,5.8,Big,Huge,0.610526316,YES,NO,Ryan Houston,Paul & T Templeton,4,Good,NO,1
364,15/1/23,Moe,Victoria,6,Avid General,6.5,11,-4.5,Negative,None/Negative,-0.692307692,NO,NO,Teo Nugent,Jody Thompson,4,Good,NO,0
365,15/1/23,Moe,Victoria,7,Tan Tat Magic,12,20,-8,Negative,None/Negative,-0.666666667,NO,NO,Craig Newitt,Gavin Bedggood,4,Good,NO,0
366,15/1/23,Moe,Victoria,8,Commodus,3.1,2.15,0.95,Minimal,Decent,0.306451613,YES,NO,Craig Newitt,Mark Sues,4,Good,YES,1
367,16/1/23,Muswellbrook,New South Wales,1,Zoria's Hero,2.4,5,-2.6,Negative,None/Negative,-1.083333333,NO,NO,Winona Costin,Tim McIntosh,4,Good,NO,0
368,16/1/23,Muswellbrook,New South Wales,2,Florida Sky,3.7,2.7,1,Minimal,Decent,0.27027027,NO,NO,Winona Costin,P M Perry,4,Good,YES,0
369,16/1/23,Muswellbrook,New South Wales,3,Agirlsbestfriend,5,3.8,1.2,Minimal,Decent,0.24,NO,NO,Jenny Duggan,M P Quinn,4,Good,NO,0
370,16/1/23,Muswellbrook,New South Wales,4,Nobel,5.5,3.4,2.1,Small,Decent,0.381818182,YES,NO,Aaron Bullock,Richard Litt,4,Good,NO,1
371,16/1/23,Muswellbrook,New South Wales,5,Tucson Valley,3.7,5.5,-1.8,Negative,None/Negative,-0.486486486,NO,NO,Rachael Murray,S C Jones,4,Good,NO,0
372,16/1/23,Muswellbrook,New South Wales,6,Stormy Pluck,8,8.5,-0.5,Negative,None/Negative,-0.0625,NO,NO,Winona Costin,Tim McIntosh,4,Good,NO,0
373,16/1/23,Queanbeyan,New South Wales,1,Spiritual Gal,10,7,3,Small,Decent,0.3,NO,NO,Damon Budler,D J Rolfe,4,Good,NO,0
374,16/1/23,Queanbeyan,New South Wales,2,Bel's In Charge,14,5,9,Big,Huge,0.642857143,YES,NO,Louise Day,Blake Ryan,4,Good,NO,1
375,16/1/23,Queanbeyan,New South Wales,3,Mills,6,5.5,0.5,Minimal,Minimal,0.083333333,NO,NO,Jett Stanley,M & W & J Hawkes,4,Good,NO,0
376,16/1/23,Queanbeyan,New South Wales,4,Howling Victory,1.95,1.85,0.1,FALSE,Minimal,0.051282051,NO,NO,Billy Owen,N J Olive,4,Good,YES,0
377,16/1/23,Queanbeyan,New South Wales,5,Military Manoeuver,3.1,3.8,-0.7,Negative,None/Negative,-0.225806452,NO,NO,Molly Bourke,Doug Gorrel,4,Good,YES,0
378,16/1/23,Queanbeyan,New South Wales,6,Spats Pav Bowie,4,2.45,1.55,Minimal,Decent,0.3875,NO,YES,Jess Taylor,J M Austin,4,Good,YES,1
379,16/1/23,Queanbeyan,New South Wales,7,Bring The Rabble,2.9,1.65,1.25,Minimal,Big,0.431034483,YES,NO,Jake Barrett,Allan Kehoe,4,Good,YES,1
380,17/1/23,Newcastle,New South Wales,1,Shalaa's Moment,5.5,5,0.5,Minimal,Minimal,0.090909091,NO,YES,Brett Pebble,Brad Widdup,4,Good,NO,1
381,17/1/23,Newcastle,New South Wales,2,Border Control,5,4.6,0.4,Minimal,Minimal,0.08,NO,NO,Rachel King,Adam Duggan,4,Good,NO,0
382,17/1/23,Newcastle,New South Wales,3,Dear Jewel,6,6.5,-0.5,Negative,None/Negative,-0.083333333,NO,NO,Andrew Adkins,M & W & J Hawkes,4,Good,NO,0
383,17/1/23,Newcastle,New South Wales,4,Infinitive,3.3,3,0.3,Minimal,Minimal,0.090909091,NO,NO,Lee Magorrian,C J Waller,4,Good,YES,0
384,17/1/23,Newcastle,New South Wales,5,Last Hand,35,13,22,Huge,Huge,0.628571429,NO,YES,Alysha Collett,Joseph Pride,4,Good,NO,1
385,17/1/23,Newcastle,New South Wales,6,Cheerful Legend,4.4,2.5,1.9,Minimal,Big,0.431818182,YES,NO,Koby Jennings,Nathan Doyle,4,Good,YES,1
386,17/1/23,Newcastle,New South Wales,7,Showtime Lady,5,4,1,Minimal,Decent,0.2,NO,NO,Amy McLucas,Brad Widdup,4,Good,NO,0
387,17/1/23,Hamilton,Victoria,1,Okahune Carrot,12,15,-3,Negative,None/Negative,-0.25,NO,NO,Beau Mertens,E & D Browne,3,Good,NO,0
388,17/1/23,Hamilton,Victoria,2,Sabar,3.4,2.7,0.7,Minimal,Decent,0.205882353,NO,NO,Beau Mertens,L Smith,3,Good,YES,0
389,17/1/23,Hamilton,Victoria,3,Laggan,9,4.8,4.2,Small,Big,0.466666667,NO,NO,Josh Cartwright,P Kearney,3,Good,NO,0
390,17/1/23,Hamilton,Victoria,4,Dillinger,2.6,1.7,0.9,Minimal,Decent,0.346153846,YES,NO,Dean Holland,T & C McEvoy,3,Good,YES,1
391,17/1/23,Hamilton,Victoria,5,Mahrez,8.5,4.5,4,Small,Big,0.470588235,NO,NO,Tom Madden,L Smith,3,Good,NO,0
392,17/1/23,Hamilton,Victoria,6,Pontificate,9,5,4,Small,Big,0.444444444,NO,NO,Dean Holland,T & C McEvoy,3,Good,NO,0
393,17/1/23,Hamilton,Victoria,7,Just A Theory,2.7,3.6,-0.9,Negative,None/Negative,-0.333333333,NO,NO,Jarrod Fry,Mitchell Freedman,3,Good,NO,0
394,17/1/23,Hamilton,Victoria,8,True Nobility,3,1.65,1.35,Minimal,Big,0.45,NO,NO,Dean Yendall,P A Chow,3,Good,YES,0
395,18/1/23,Sandown,Victoria,1,Tick Tock Lady,3.6,3.8,-0.2,Negative,None/Negative,-0.055555556,NO,NO,Jordan Childs,G M Begg,6,Soft,NO,0
396,18/1/23,Sandown,Victoria,2,Yasuke,9,4.8,4.2,Small,Big,0.466666667,NO,YES,Jye McNeil,C J Waller,6,Soft,NO,1
397,18/1/23,Sandown,Victoria,3,Fantasising,12,7.5,4.5,Small,Decent,0.375,YES,NO,Jamie Kah,C I Brown,6,Soft,NO,1
398,18/1/23,Sandown,Victoria,4,Miso,2.4,1.7,0.7,Minimal,Decent,0.291666667,NO,NO,Ethan Brown,Daniel Bowman,6,Soft,YES,0
399,18/1/23,Sandown,Victoria,5,Blakmax,3.3,1.85,1.45,Minimal,Big,0.439393939,NO,NO,Damien Oliver,L Smith,6,Soft,YES,0
400,18/1/23,Sandown,Victoria,6,Calico Jack,3.5,3.3,0.2,Minimal,Minimal,0.057142857,NO,NO,Ethan Brown,C Maher & D Eustace,6,Soft,YES,0
401,18/1/23,Sandown,Victoria,7,Benedetta,3.4,2.1,1.3,Minimal,Decent,0.382352941,NO,YES,Daniel Stackhouse,Jason Warren,6,Soft,YES,1
402,18/1/23,Sandown,Victoria,8,Electric Belle,23,11,12,Huge,Big,0.52173913,YES,NO,Thomas Stockdale,Alexander Rae,6,Soft,NO,1
403,19/1/23,Gold Coast,Queensland,1,Alpine Edge,2.2,2.5,-0.3,Negative,None/Negative,-0.136363636,NO,NO,James McDonald,A J & T Edmonds,5,Soft,YES,0
404,19/1/23,Gold Coast,Queensland,2,Sky Lab,5,5.5,-0.5,Negative,None/Negative,-0.1,NO,NO,Jason Collett,P M Perry,5,Soft,YES,0
405,19/1/23,Gold Coast,Queensland,3,Skirt The Law,6,6.5,-0.5,Negative,None/Negative,-0.083333333,NO,NO,Ryan Maloney,T J Gollan,5,Soft,NO,0
406,19/1/23,Gold Coast,Queensland,4,Fashion Legend,18,23,-5,Negative,None/Negative,-0.277777778,NO,NO,Joshua Parr,R & W Freedman,5,Soft,NO,0
407,19/1/23,Gold Coast,Queensland,5,Brookspire,5,5,0,No Change,None/Negative,0,NO,NO,James McDonald,C J Waller,5,Soft,NO,0
408,19/1/23,Gold Coast,Queensland,6,King Of Sparta,2.25,1.85,0.4,Minimal,Minimal,0.177777778,NO,YES,James McDonald,P & P Snowden,5,Soft,YES,1
409,19/1/23,Gold Coast,Queensland,7,Centrefire,26,31,-5,Negative,None/Negative,-0.192307692,NO,NO,Tim Clark,Chris Munce,5,Soft,NO,0
410,19/1/23,Gold Coast,Queensland,8,Vinco,51,26,25,Huge,Big,0.490196078,NO,YES,Ben Thompson,T J Gollan,5,Soft,NO,1
411,19/1/23,Pakenham,Victoria,1,Winds of March,12,11,1,Minimal,Minimal,0.083333333,NO,NO,Daniel Stackhouse,Simon Zahra,4,Good,NO,0
412,19/1/23,Pakenham,Victoria,2,Keitel,2.3,2.7,-0.4,Negative,None/Negative,-0.173913043,NO,NO,Patrick Moloney,M Price & M K Jnr,4,Good,NO,0
413,19/1/23,Pakenham,Victoria,3,Marble Arch,2.7,2.35,0.35,Minimal,Minimal,0.12962963,NO,YES,Daniel Stackhouse,Ben & J D Hayes,4,Good,YES,1
414,19/1/23,Pakenham,Victoria,4,Lady Tino,4,3,1,Minimal,Decent,0.25,NO,YES,Damien Thornton,Jerome Hunter,4,Good,NO,1
415,19/1/23,Pakenham,Victoria,5,Flash Flood,3.8,3.2,0.6,Minimal,Minimal,0.157894737,NO,NO,Ethan Brown,C Maher & D Eustace,4,Good,YES,0
416,19/1/23,Pakenham,Victoria,6,Northern Barrage,5.5,5,0.5,Minimal,Minimal,0.090909091,NO,NO,Ethan Brown,M C Kent,4,Good,NO,0
417,19/1/23,Pakenham,Victoria,7,Cable De Vega,10,9,1,Minimal,Minimal,0.1,NO,NO,Daniel Stackhouse,Michael Huglin,4,Good,NO,0
418,19/1/23,Pakenham,Victoria,8,Jenniferwish,3.5,2.15,1.35,Minimal,Decent,0.385714286,YES,NO,Ethan Brown,Luke Oliver,4,Good,YES,1
419,20/1/23,Flemington,Victoria,1,Theorum,6.5,6.5,0,No Change,None/Negative,0,NO,NO,Alana Kelly,E Jusufovic,3,Good,NO,0
420,20/1/23,Flemington,Victoria,2,Smile And Wave,3,2.4,0.6,Minimal,Decent,0.2,NO,YES,Craig Newitt,A & S Freedman,3,Good,YES,1
421,20/1/23,Flemington,Victoria,3,Anilla,4.8,4,0.8,Minimal,Minimal,0.166666667,NO,YES,Michael Dee,Ben & J D Hayes,3,Good,YES,1
422,20/1/23,Flemington,Victoria,4,Pacific Ruby,2.5,1.7,0.8,Minimal,Decent,0.32,YES,NO,Jamie Kah,C Maher & D Eustace,3,Good,YES,1
423,20/1/23,Flemington,Victoria,5,Gold Revolver,13,17,-4,Negative,None/Negative,-0.307692308,NO,NO,Jordan Childs,G Waterhouse & A Bott,3,Good,NO,0
424,20/1/23,Flemington,Victoria,6,Red Hot Nicc,9,5,4,Small,Big,0.444444444,NO,NO,Zac Spain,P Stokes,3,Good,YES,0
425,20/1/23,Flemington,Victoria,7,Senegalia,5,7.5,-2.5,Negative,None/Negative,-0.5,NO,NO,Jamie Kah,C Maher & D Eustace,3,Good,NO,0
426,20/1/23,Canterbury,New South Wales,1,Citizenship,2.6,3.6,-1,Negative,None/Negative,-0.384615385,NO,NO,Tim Clark,C Maher & D Eustace,5,Soft,NO,0
427,20/1/23,Canterbury,New South Wales,2,Ithadtobezou,3.5,2.7,0.8,Minimal,Decent,0.228571429,NO,NO,Kerrin Mcevoy,John Thompson,5,Soft,NO,0
428,20/1/23,Canterbury,New South Wales,3,Essonne,6,5.5,0.5,Minimal,Minimal,0.083333333,NO,NO,Chad Schofield,Richard Litt,5,Soft,NO,0
429,20/1/23,Canterbury,New South Wales,4,True Crime,4,4.2,-0.2,Negative,None/Negative,-0.05,NO,NO,Tyler Schiller,K Waugh,5,Soft,NO,0
430,20/1/23,Canterbury,New South Wales,5,Taraashoq,6,6.5,-0.5,Negative,None/Negative,-0.083333333,NO,NO,Tyler Schiller,Mark Newnham,5,Soft,NO,0
431,20/1/23,Canterbury,New South Wales,6,Julian Rock,8,9.5,-1.5,Negative,None/Negative,-0.1875,NO,NO,Kerrin Mcevoy,Jean Dubois,5,Soft,NO,0
432,20/1/23,Canterbury,New South Wales,7,Rockribbed,3.7,2.05,1.65,Minimal,Big,0.445945946,NO,NO,James McDonald,C Maher & D Eustace,5,Soft,YES,0
433,21/1/23,Randwick,New South Wales,1,Don Corleone,4.6,6.5,-1.9,Negative,None/Negative,-0.413043478,NO,NO,James McDonald,P & P Snowden,5,Soft,NO,0
434,21/1/23,Randwick,New South Wales,2,Ripped,15,9,6,Big,Big,0.4,NO,YES,Jason Collett,R D Collett,5,Soft,NO,1
435,21/1/23,Randwick,New South Wales,3,Smokeshow,12,6.5,5.5,Big,Big,0.458333333,NO,NO,Tyler Schiller,Danielle Seib,5,Soft,NO,0
436,21/1/23,Randwick,New South Wales,4,Irish Legend,6.5,6.5,0,No Change,None/Negative,0,NO,NO,Brock Ryan,L J Bridge,5,Soft,NO,0
437,21/1/23,Randwick,New South Wales,5,Lucky Variety,16,17,-1,Negative,None/Negative,-0.0625,NO,NO,Dylan Gibbons,K A Lees,5,Soft,NO,0
438,21/1/23,Randwick,New South Wales,6,Cuban Royale,16,13,3,Small,Minimal,0.1875,NO,NO,Brock Ryan,R & L Price,5,Soft,NO,0
439,21/1/23,Randwick,New South Wales,7,Banana Queen,4,4.5,-0.5,Negative,None/Negative,-0.125,NO,NO,Brenton Avdulla,G Ryan & S Alexiou,5,Soft,YES,0
440,21/1/23,Randwick,New South Wales,8,Bluff 'N' Bluster,34,21,13,Huge,Decent,0.382352941,NO,NO,Louise Day,J C Coyle,5,Soft,NO,0
441,21/1/23,Randwick,New South Wales,9,Beaufort Park,34,14,20,Huge,Big,0.588235294,YES,NO,Rachel King,Saab Hasan,5,Soft,NO,1
442,21/1/23,Randwick,New South Wales,10,Diamond Dealer,10,7.5,2.5,Small,Decent,0.25,NO,NO,Jenny Duggan,Bjorn Baker,5,Soft,NO,0
443,21/1/23,Mooney Valley,Victoria,1,Amur,7.5,3.4,4.1,Small,Big,0.546666667,YES,NO,Damien Oliver,James Cummings,3,Good,NO,1
444,21/1/23,Mooney Valley,Victoria,2,Unflinching,1.75,1.9,-0.15,Negative,None/Negative,-0.085714286,NO,NO,Amy McLucas,A & S Freedman,3,Good,YES,0
445,21/1/23,Mooney Valley,Victoria,3,Tillotson,15,9,6,Big,Big,0.4,YES,NO,Linda Meech,Tom Dabernig,3,Good,NO,1
446,21/1/23,Mooney Valley,Victoria,4,Shuffle Dancer,2.1,1.55,0.55,Minimal,Decent,0.261904762,YES,NO,Ben Melham,P G Moody,3,Good,YES,1
447,21/1/23,Mooney Valley,Victoria,5,Ain'tnodeeldun,4.8,4,0.8,Minimal,Minimal,0.166666667,NO,NO,Mark Zahra,A & S Freedman,3,Good,YES,0
448,21/1/23,Mooney Valley,Victoria,6,The Hass,5.5,4.4,1.1,Minimal,Decent,0.2,NO,NO,Celine Gaudray,Julius Sandhu,3,Good,NO,0
449,21/1/23,Mooney Valley,Victoria,7,Dance To Dubai,2.9,2.5,0.4,Minimal,Minimal,0.137931034,NO,NO,Carleen Hefel,P G Moody,3,Good,YES,0
450,21/1/23,Mooney Valley,Victoria,8,Pounding,4.2,3.2,1,Minimal,Decent,0.238095238,NO,YES,Jamie Kah,P G Moody,3,Good,YES,1
451,21/1/23,Mooney Valley,Victoria,9,Ima Shelby,11,12,-1,Negative,None/Negative,-0.090909091,NO,NO,Michael Dee,Ben & J D Hayes,3,Good,NO,0
452,22/1/23,Mornington,Victoria,1,Scrambler,3.6,8.5,-4.9,Negative,None/Negative,-1.361111111,NO,NO,Jack Hill,Brett Scott,4,Good,NO,0
453,22/1/23,Mornington,Victoria,2,Our Goddess,2.8,1.3,1.5,Minimal,Big,0.535714286,YES,NO,Ben Melham,C W McDonald,4,Good,YES,1
454,22/1/23,Mornington,Victoria,3,Hissy Fit,4.2,2.15,2.05,Small,Big,0.488095238,YES,NO,Jamie Kah,Amy & Ash Yargi,4,Good,YES,1
455,22/1/23,Mornington,Victoria,4,Vankukla,5,3.8,1.2,Minimal,Decent,0.24,NO,NO,Beau Mertens,T Busuttin & N Young,4,Good,NO,0
456,22/1/23,Mornington,Victoria,5,Havisham,8,9.5,-1.5,Negative,None/Negative,-0.1875,NO,NO,Beau Mertens,Andrea Leek,4,Good,NO,0
457,22/1/23,Mornington,Victoria,6,Kimberley Pearl,3.5,4.8,-1.3,Negative,None/Negative,-0.371428571,NO,NO,Michael Dee,C Maher & D Eustace,4,Good,NO,0
458,22/1/23,Mornington,Victoria,7,She's Notorious,2.6,3.5,-0.9,Negative,None/Negative,-0.346153846,NO,NO,Beau Mertens,C W McDonald,4,Good,NO,0
459,22/1/23,Mornington,Victoria,8,Tax Free Prophet,7,4.8,2.2,Small,Decent,0.314285714,NO,NO,Jamie Mott,Jason Warren,4,Good,NO,0
460,22/1/23,Wyong,New South Wales,1,Pole Position,7.5,8,-0.5,Negative,None/Negative,-0.066666667,NO,NO,Chad Schofield,Joseph Pride,8,Heavy,NO,0
461,22/1/23,Wyong,New South Wales,2,Brudenell,2.05,2.7,-0.65,Negative,None/Negative,-0.317073171,NO,NO,Aaron Bullock,K A Lees,8,Heavy,YES,0
462,22/1/23,Wyong,New South Wales,3,Earl of Devon,14,7.5,6.5,Big,Big,0.464285714,YES,NO,Keagan Latham,John Thompson,8,Heavy,NO,1
463,22/1/23,Wyong,New South Wales,4,Lim's Synergy,6,1.5,4.5,Small,Huge,0.75,YES,NO,Tyler Schiller,Mark Newnham,8,Heavy,YES,1
464,22/1/23,Wyong,New South Wales,5,More Saintly,12,6,6,Big,Big,0.5,NO,NO,Chad Schofield,J A O'Shea,8,Heavy,NO,0
465,22/1/23,Wyong,New South Wales,6,Real Peace,6,3.2,2.8,Small,Big,0.466666667,NO,YES,Tom Sherry,C E Connors,8,Heavy,YES,1
466,22/1/23,Wyong,New South Wales,7,Izfallingdown,41,23,18,Huge,Big,0.43902439,NO,NO,Jess Taylor,T & P Vigouroux,8,Heavy,NO,0
467,23/1/23,Goulburn,New South Wales,1,Midory Burly,4.6,7,-2.4,Negative,None/Negative,-0.52173913,NO,NO,Jett Stanley,Bjorn Baker,5,Soft,NO,0
468,23/1/23,Goulburn,New South Wales,2,Luna Rocks,3,2.7,0.3,Minimal,Minimal,0.1,NO,NO,Alysha Collett,R & W Freedman,5,Soft,YES,0
469,23/1/23,Goulburn,New South Wales,3,Pennypacker,3.9,5,-1.1,Negative,None/Negative,-0.282051282,NO,NO,Robbie Dolan,P & P Snowden,5,Soft,NO,0
470,23/1/23,Goulburn,New South Wales,4,Iconic Dame,2.35,1.7,0.65,Minimal,Decent,0.276595745,NO,YES,Tyler Schiller,Jamie Stewart,5,Soft,YES,1
471,23/1/23,Goulburn,New South Wales,5,Aspired,5,4,1,Minimal,Decent,0.2,NO,NO,Ruby Haylock,Mark Gee,5,Soft,NO,0
472,23/1/23,Goulburn,New South Wales,6,Pure Hydrogen,3,1.9,1.1,Minimal,Decent,0.366666667,YES,NO,Robbie Dolan,John Thompson,5,Soft,YES,1
473,23/1/23,Goulburn,New South Wales,7,Doola Teela,13,8,5,Small,Decent,0.384615385,NO,NO,Jeff Penza,G R Nickson,5,Soft,NO,0
474,23/1/23,Armidale,New South Wales,1,Turnaway,2.5,2.1,0.4,Minimal,Minimal,0.16,NO,NO,Brooke Stower,Cameron Crockett,5,Soft,NO,0
475,23/1/23,Armidale,New South Wales,2,Outback Ringer,7,5,2,Minimal,Decent,0.285714286,NO,YES,Luke Rolls,Cody Morgan,5,Soft,NO,1
476,23/1/23,Armidale,New South Wales,3,Glencoe Pearl,11,11,0,No Change,None/Negative,0,NO,NO,Brooke Stower,W Oakenfull,5,Soft,NO,0
477,23/1/23,Armidale,New South Wales,4,Crime Spree,9,7,2,Minimal,Decent,0.222222222,YES,NO,Aaron Bullock,B F Cavanough,5,Soft,NO,1
478,23/1/23,Armidale,New South Wales,5,Claptone,9.5,3.3,6.2,Big,Huge,0.652631579,YES,NO,Mikayla Weir,J Lynch,5,Soft,YES,1
479,23/1/23,Armidale,New South Wales,6,Cassia Lane,13,11,2,Minimal,Minimal,0.153846154,NO,NO,Luke Rolls,J D Shelton,5,Soft,NO,0
480,23/1/23,Armidale,New South Wales,7,Super Looka,46,46,0,No Change,None/Negative,0,NO,NO,Rachael Murray,G L Woodward,5,Soft,NO,0
481,24/1/23,Moe,Victoria,1,Skeptcism,2.9,2.6,0.3,Minimal,Minimal,0.103448276,NO,NO,Daniel Moor,T Busuttin & N Young,4,Good,YES,0
482,24/1/23,Moe,Victoria,3,Royal Wazi,11,4.8,6.2,Big,Big,0.563636364,NO,NO,Damien Thornton,Jerome Hunter,4,Good,NO,0
483,24/1/23,Moe,Victoria,4,Triumphant Miss,2.8,3.9,-1.1,Negative,None/Negative,-0.392857143,NO,NO,Thomas Stockdale,P G Moody,4,Good,NO,0
484,24/1/23,Moe,Victoria,5,Frenzy Lune,5.5,2.8,2.7,Small,Big,0.490909091,YES,NO,Celine Gaudray,Greg Hayes,4,Good,NO,1
485,24/1/23,Moe,Victoria,6,Rossman,4.8,3.1,1.7,Minimal,Decent,0.354166667,YES,NO,Ben Allen,D R Brideoak,4,Good,NO,1
486,24/1/23,Moe,Victoria,7,Soju Session,4.2,3.9,0.3,Minimal,Minimal,0.071428571,NO,NO,Craig Newitt,T Busuttin & N Young,4,Good,YES,0
487,24/1/23,Moe,Victoria,8,Mr Blackwood,4.4,3,1.4,Minimal,Decent,0.318181818,NO,YES,Daniel Moor,C Alderson,4,Good,NO,1
488,25/1/23,Geraldton,Western Australia,1,Iht's Closing Inn,2.15,2.8,-0.65,Negative,None/Negative,-0.302325581,NO,NO,Taj Dyson,A G Durrant,3,Good,YES,0
489,25/1/23,Geraldton,Western Australia,2,Take Another Look,12,3.9,8.1,Big,Huge,0.675,YES,NO,Natasha Faithfull,P G Moses,3,Good,NO,1
